NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES,SALE_DATE
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1746,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1393837,2013-01-22
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1755,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,2019815,2012-10-12
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1759,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,964629,2013-01-29
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1760,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,748734,2013-01-30
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1764,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,4283300,2013-04-25
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1768,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,755862,2013-03-21
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1771,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1789750,2013-03-21
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1772,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,2953881,2012-11-28
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1773,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,7472106,2013-05-23
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1775,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,3481330,2013-02-22
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1776,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,3488335,2013-02-22
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1777,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1144903,2013-07-26
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1779,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,3211165,2013-02-19
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1780,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,3270631,2013-04-25
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1782,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,2598611,2013-08-02
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1783,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1384050,2013-01-31
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1784,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1226118,2013-06-03
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1786,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1246743,2013-01-02
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1788,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,2395858,2013-05-20
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1789,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,2864022,2013-09-05
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1790,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,2520544,2013-05-23
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1792,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,1103100,2013-03-29
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1262,1794,R5, 50 WEST 47TH   STREET                     ,10036.0,0,1.0,1,0,0,2009.0,4, R5 ,13333095,2013-07-03
MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,1265,1001,R5, 30 ROCKEFELLER PLAZA                      ,10020.0,0,1.0,1,0,0,1937.0,4, R5 ,1307965050,2013-03-19
MIDTOWN WEST             ,29  COMMERCIAL GARAGES                      ,4,1012,42,G1, 220-226 WEST 41ST STREET                  ,10036.0,0,1.0,1,"8,295","23,000",1967.0,4, G1 ,35100000,2012-08-20
MIDTOWN WEST             ,29  COMMERCIAL GARAGES                      ,4,1039,38,G1, 304 WEST 49TH STREET                      ,10019.0,0,1.0,1,"5,028","28,245",1930.0,4, G1 ,14000000,2013-04-01
MIDTOWN WEST             ,31  COMMERCIAL VACANT LAND                  ,4,1029,19,V1, 217-221 WEST 57TH STREET                  ,10019.0,0,9.0,9,"10,040",0,1922.0,4, V1 ,102500000,2013-07-22
MIDTOWN WEST             ,31  COMMERCIAL VACANT LAND                  ,4,1029,43,V1, 216 WEST 58TH STREET                      ,10019.0,0,1.0,1,"11,055",0,1949.0,4, V1 ,0,2013-07-22
MIDTOWN WEST             ,34  THEATRES                                ,4,1020,14,J4, 219 WEST 48                               ,10036.0,0,1.0,1,"8,034","7,200",1924.0,4, J4 ,0,2012-12-26
MIDTOWN WEST             ,34  THEATRES                                ,4,1040,50,J8, 313 WEST 49TH   STREET                    ,10019.0,0,1.0,1,"35,370","62,104",1988.0,4, J8 ,0,2013-02-22
MIDTOWN WEST             ,38  ASYLUMS AND HOMES                       ,4,996,49,N2, 136 WEST 44TH   STREET                    ,10036.0,0,3.0,3,"3,515","23,433",1906.0,4, N2 ,18000000,2012-12-31
MIDTOWN WEST             ,38  ASYLUMS AND HOMES                       ,4,1033,6,N9, 351 WEST 42ND   STREET                    ,10036.0,0,1.0,1,"8,030","107,679",1929.0,4, N9 ,0,2013-06-21
MORNINGSIDE HEIGHTS      ,29  COMMERCIAL GARAGES                      ,4,1995,35,G5, 619 WEST 125 STREET                       ,10027.0,0,1.0,1,"5,175","1,320",1920.0,4, G5 ,2365764,2012-10-17
MURRAY HILL              ,02  TWO FAMILY HOMES                        ,1,884,66,S2, 132 LEXINGTON AVENUE                      ,10016.0,2,1.0,3,"1,316","4,896",1910.0,1, S2 ,3450000,2012-12-28
MURRAY HILL              ,02  TWO FAMILY HOMES                        ,1,885,59,S2, 138 EAST 30TH   STREET                    ,10016.0,2,1.0,3,"1,234","3,250",1899.0,1, S2 ,2800000,2012-12-18
MURRAY HILL              ,02  TWO FAMILY HOMES                        ,1,892,71,S2, 124 EAST 37TH   STREET                    ,10016.0,2,1.0,3,935,"6,250",1910.0,1, S2 ,2925000,2012-01-10
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,859,84,C5, 2 EAST 30TH   STREET                      ,10016.0,8,1.0,9,"1,728","5,719",1925.0,2, C5 ,0,2012-12-27
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,859,84,C5, 2 EAST 30TH STREET                        ,10016.0,8,1.0,9,"1,728","5,719",1925.0,2, C5 ,5000000,2012-12-14
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,865,68,C7, 6 EAST 36TH   STREET                      ,10016.0,8,2.0,10,"2,472","9,070",1910.0,2, C7 ,0,2012-12-21
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,867,16,C7, 238 MADISON AVENUE                        ,10016.0,14,2.0,16,"3,875","11,243",1930.0,2, C7 ,12000000,2013-05-13
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,884,41,C7, 398 3 AVENUE                              ,10016.0,16,1.0,17,"2,963","12,595",1900.0,2, C7 ,0,2012-12-17
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,884,63,C7, 129 LEXINGTON AVENUE                      ,10016.0,8,1.0,9,"1,747","6,549",1910.0,2, C7 ,10,2012-12-20
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,888,41,C7, 478 THIRD AVENUE                          ,10016.0,19,1.0,20,"2,467","10,773",1910.0,2, C7 ,0,2012-11-30
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,888,50,C5, 152 EAST 33RD   STREET                    ,10016.0,4,1.0,5,469,"1,875",1910.0,2, C5 ,1675000,2012-12-13
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,890,72,C5, 130 EAST 35                               ,10016.0,7,2.0,9,"2,320","7,755",1915.0,2, C5 ,5750000,2012-12-21
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,894,18,C7, 316 LEXINGTON AVENUE                      ,10016.0,9,1.0,10,"1,425","5,844",1910.0,2, C7 ,4325000,2013-08-08
MURRAY HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,894,79,C5, 114 EAST 39TH   STREET                    ,10016.0,10,1.0,11,"1,975","4,828",1920.0,2, C5 ,0,2013-05-06
MURRAY HILL              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,858,8,D8, 7 EAST 28TH   STREET                      ,10016.0,397,1.0,398,"21,181","388,946",1998.0,2, D8 ,300000000,2012-04-12
MURRAY HILL              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,860,22,D7, 119 MADISON AVENUE                        ,10016.0,105,7.0,112,"10,850","111,457",1938.0,2, D7 ,18250000,2012-09-19
MURRAY HILL              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,860,24,D7, 27 EAST 30TH   STREET                     ,10016.0,24,1.0,25,"3,988","21,095",1925.0,2, D7 ,0,2012-09-19
MURRAY HILL              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,894,63,D9, 331 LEXINGTON AVENUE                      ,10016.0,14,2.0,16,"1,920","12,040",1920.0,2, D9 ,3500000,2012-08-14
MURRAY HILL              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,910,61,D6, 425 3 AVENUE                              ,10016.0,102,3.0,105,"8,150","66,403",1967.0,2, D6 ,44000000,2012-09-25
MURRAY HILL              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,913,1,D6, 200 EAST 33 STREET                        ,10016.0,300,11.0,311,"24,237","351,560",1972.0,2, D6 ,0,2013-03-06
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2B,859,88,S9, 275 5 AVENUE                              ,10016.0,6,2.0,8,"2,300","9,280",1925.0,2, S9 ,8500000,2012-12-27
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2B,859,88,S9, 275 5 AVENUE                              ,10016.0,6,2.0,8,"2,300","9,280",1925.0,2, S9 ,0,2012-12-27
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,886,46,S5, 438 3 AVENUE                              ,10016.0,5,1.0,6,"1,180","2,988",1910.0,2, S5 ,133000,2012-01-10
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,888,47,S4, 156-158 EAST 33RD STREET                  ,10016.0,4,1.0,5,938,"3,750",1910.0,2, S4 ,2420000,2013-06-13
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,893,7,S5, 105 EAST 37TH   STREET                    ,10016.0,5,1.0,6,"2,074","8,295",1930.0,2, S5 ,5151250,2012-07-11
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,893,9,S5, 109 EAST 37TH STREET                      ,10016.0,5,1.0,6,"2,074","4,432",1910.0,2, S5 ,0,2012-01-10
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,893,10,S5, 111 EAST 37TH   STREET                    ,10016.0,5,1.0,6,"2,074","4,640",1915.0,2, S5 ,2008000,2013-08-01
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,894,9,S9, 109 EAST 38TH STREET                      ,10016.0,3,2.0,5,"2,469","7,159",1920.0,2, S9 ,0,2012-01-11
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,894,64,S4, 329 LEXINGTON AVENUE                      ,10016.0,4,1.0,5,"1,880","6,508",1920.0,2, S4 ,0,2012-08-14
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,909,134,S3, 240 EAST 29TH   STREET                    ,10016.0,3,1.0,4,549,"2,112",1910.0,2, S3 ,1832500,2013-01-05
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,913,39,S3, 248 EAST 33RD   STREET                    ,10016.0,3,1.0,4,"1,233","3,015",1910.0,2, S3 ,0,2012-07-12
MURRAY HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,919,58,S3, 202 EAST 39TH   STREET                    ,10016.0,3,1.0,4,"1,593","4,150",1910.0,2, S3 ,6500000,2012-09-21
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,859,69,O8, 110 MADISON AVENUE                        ,10016.0,6,2.0,8,"2,344","8,687",1925.0,4, O8 ,0,2012-10-29
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,859,69,O8, 110 MADISON AVENUE                        ,10016.0,6,2.0,8,"2,344","8,687",1925.0,4, O8 ,7105500,2012-10-29
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,859,86,O9, 279 5 AVENUE                              ,10016.0,0,2.0,2,"2,500","9,794",1915.0,4, O9 ,6020000,2012-10-16
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,861,44,O2, 470 PARK AVENUE SOUTH                     ,10016.0,0,31.0,31,"20,025","227,053",1925.0,4, O2 ,0,2013-06-02
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,861,59,O9, 145 MADISON AVENUE                        ,10016.0,0,2.0,2,"2,467","9,119",1915.0,4, O9 ,0,2013-06-19
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,861,60,O9, 143 MADISON AVENUE                        ,10016.0,0,3.0,3,"2,467","13,558",1915.0,4, O9 ,12250000,2013-06-19
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,862,55,O9, 162 MADISON AVENUE                        ,10016.0,0,8.0,8,"2,345","14,200",1921.0,4, O9 ,9400000,2012-01-10
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,865,73,O9, 381 5 AVENUE                              ,10016.0,0,5.0,5,"6,125","29,400",1920.0,4, O9 ,0,2012-01-10
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,868,12,O2, 9 EAST 38TH   STREET                      ,10016.0,0,23.0,23,"7,100","84,000",1924.0,4, O2 ,29000000,2013-02-22
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,868,12,O2, 9 EAST 38TH ST                            ,10016.0,0,23.0,23,"7,100","84,000",1924.0,4, O2 ,0,2012-11-21
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,868,65,O9, 14 EAST 39TH   STREET                     ,10016.0,0,3.0,3,"2,469","7,407",1915.0,4, O9 ,0,2013-02-22
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,868,65,O9, 14 EAST 39TH STREET                       ,10016.0,0,3.0,3,"2,469","7,407",1915.0,4, O9 ,0,2012-11-21
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,869,25,O8, 23 EAST 39TH STREET                       ,10016.0,7,2.0,9,"2,469","8,755",1925.0,4, O8 ,12300000,2012-12-20
MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,884,67,O8, 134 LEXINGTON AVENUE                      ,10016.0,1,2.0,3,"1,320","3,392",1910.0,4, O8 ,0,2012-12-20
MURRAY HILL              ,22  STORE BUILDINGS                         ,4,860,34,K9, 47 EAST 30TH   STREET                     ,10016.0,2,2.0,4,"2,067","4,200",1915.0,4, K9 ,4012500,2013-01-31
MURRAY HILL              ,22  STORE BUILDINGS                         ,4,863,24,K9, 175 MADISON AVENUE                        ,10016.0,8,1.0,9,"2,480","8,939",1914.0,4, K9 ,0,2013-02-26
MURRAY HILL              ,22  STORE BUILDINGS                         ,4,884,25,K4, 121 LEXINGTON AVENUE                      ,10016.0,4,3.0,7,"1,747","7,300",1920.0,4, K4 ,0,2012-11-28
MURRAY HILL              ,22  STORE BUILDINGS                         ,4,889,67,K4, 229 LEXINGTON AVENUE                      ,10016.0,4,2.0,6,"1,456","3,544",1910.0,4, K4 ,3502850,2013-05-14
MURRAY HILL              ,22  STORE BUILDINGS                         ,4,895,25,K9, 341 LEXINGTON AVENUE                      ,10016.0,5,1.0,6,"1,300","3,820",1920.0,4, K9 ,5000000,2012-12-20
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,859,75,L8, 16-18 EAST 30TH                           ,10016.0,0,3.0,3,"3,703","13,649",1925.0,4, L8 ,13000000,2013-02-05
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,859,75,L8, 16 EAST 30TH   STREET                     ,10016.0,0,3.0,3,"3,703","13,649",1925.0,4, L8 ,0,2012-12-24
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,861,49,L1, 38 EAST 32ND   STREET                     ,10016.0,0,10.0,10,"6,912","88,000",1912.0,4, L1 ,0,2013-05-15
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,862,56,L8, 164 MADISON AVENUE                        ,10016.0,0,7.0,7,"2,375","12,250",1920.0,4, L8 ,11500000,2012-01-11
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,862,56,L8, 164 MADISON AVENUE                        ,10016.0,0,7.0,7,"2,375","12,250",1920.0,4, L8 ,0,2012-10-24
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,862,58,L8, 168 MADISON AVENUE                        ,10016.0,0,8.0,8,"1,342","8,953",1920.0,4, L8 ,12900000,2012-11-15
MURRAY HILL              ,23  LOFT BUILDINGS                          ,4,918,55,L9, 204 EAST 38TH STREET                      ,10016.0,0,4.0,4,"1,764","4,914",1920.0,4, L9 ,0,2013-08-04
MURRAY HILL              ,25  LUXURY HOTELS                           ,4,895,79,H1, 118 EAST 40TH   STREET                    ,10016.0,0,3.0,3,"5,925","74,640",1928.0,4, H1 ,0,2013-05-16
MURRAY HILL              ,25  LUXURY HOTELS                           ,4,895,79,H1, 118 EAST 40TH   STREET                    ,10016.0,0,3.0,3,"5,925","74,640",1928.0,4, H1 ,0,2012-12-21
MURRAY HILL              ,25  LUXURY HOTELS                           ,4,919,42,H2, 224 EAST 39TH   STREET                    ,10016.0,0,2.0,2,"11,932","168,555",1971.0,4, H2 ,69000000,2012-08-11
MURRAY HILL              ,26  OTHER HOTELS                            ,4,861,52,H3, 34-36 EAST 32ND STREET                    ,10016.0,0,3.0,3,"3,950","35,778",1920.0,4, H3 ,28600000,2012-11-13
MURRAY HILL              ,28  COMMERCIAL CONDOS                       ,4,885,1020,R5, 117 EAST 29TH   STREET                    ,10016.0,0,1.0,1,0,0,1920.0,4, R5 ,0,2012-07-09
MURRAY HILL              ,28  COMMERCIAL CONDOS                       ,4,885,1022,R5, 117 EAST 29TH   STREET                    ,10016.0,0,1.0,1,0,0,1920.0,4, R5 ,0,2012-12-09
MURRAY HILL              ,33  EDUCATIONAL FACILITIES                  ,4,915,23,W9, 237-241 EAST 34TH STREET                  ,10016.0,0,2.0,2,"4,938","16,900",1963.0,4, W9 ,15500000,2012-08-11
MURRAY HILL              ,35  INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,894,37,P9, 149 EAST 38TH   STREET                    ,10016.0,0,1.0,1,"2,469","7,406",1902.0,4, P9 ,0,2013-05-03
SOHO                     ,02  TWO FAMILY HOMES                        ,1,227,19,S2, 41 GRAND STREET                           ,10013.0,2,1.0,3,"1,598","3,048",1900.0,1, S2 ,0,2012-07-12
SOHO                     ,02  TWO FAMILY HOMES                        ,1,499,6,S2, 102 GREENE STREET                         ,10012.0,2,1.0,3,"2,500","7,000",1910.0,1, S2 ,11902000,2012-08-14
SOHO                     ,02  TWO FAMILY HOMES                        ,1,503,44,S2, 193 SPRING STREET                         ,10012.0,2,1.0,3,"1,478","3,678",1901.0,1, S2 ,7200000,2013-07-31
SOHO                     ,02  TWO FAMILY HOMES                        ,1,506,47,S2, 15 VANDAM                                 ,10013.0,2,1.0,3,"2,500","7,464",1920.0,1, S2 ,0,2013-02-28
SOHO                     ,02  TWO FAMILY HOMES                        ,1,518,9,S2, 54 MAC DOUGAL STREET                      ,10012.0,2,1.0,3,"2,500","4,802",1899.0,1, S2 ,4300000,2012-01-10
SOHO                     ,02  TWO FAMILY HOMES                        ,1,578,78,S2, 574 BROOME STREET                         ,10013.0,2,1.0,3,"1,899","5,355",1915.0,1, S2 ,0,2012-11-28
SOHO                     ,07  RENTALS - WALKUP APARTMENTS             ,2,476,57,C7, 32 THOMPSON STREET                        ,10013.0,16,2.0,18,"2,700","8,992",1920.0,2, C7 ,6250000,2012-08-29
SOHO                     ,07  RENTALS - WALKUP APARTMENTS             ,2B,500,35,C4, 129 SPRING STREET                         ,10012.0,6,1.0,7,"2,208","3,450",1900.0,2, C4 ,0,2012-12-27
SOHO                     ,07  RENTALS - WALKUP APARTMENTS             ,2,502,2,C7, 90-92 THOMPSON STREET                     ,10012.0,27,2.0,29,"4,700","20,196",1900.0,2, C7 ,0,2013-05-23
SOHO                     ,07  RENTALS - WALKUP APARTMENTS             ,2,518,30,C7, 156 SULLIVAN STREET                       ,10012.0,22,3.0,25,"3,440","15,883",1910.0,2, C7 ,12500000,2012-08-30
SOHO                     ,08  RENTALS - ELEVATOR APARTMENTS           ,2A,486,25,D9, 69 GREENE STREET                          ,10012.0,4,1.0,5,"3,760","16,473",1900.0,2, D9 ,0,2012-11-15
SOHO                     ,08  RENTALS - ELEVATOR APARTMENTS           ,2,502,20,D9, 156 PRINCE STREET                         ,10012.0,20,2.0,22,"4,320","15,000",1900.0,2, D9 ,19150000,2012-10-18
SOHO                     ,10  COOPS - ELEVATOR APARTMENTS             ,2,229,20,D4, 22 WOOSTER STREET                         ,10013.0,13,5.0,18,"9,302","42,240",1920.0,2, D4 ,3900000,2013-01-29
SOHO                     ,14  RENTALS - 4-10 UNIT                     ,2A,228,24,S3, 57 GRAND STREET                           ,10013.0,3,1.0,4,"1,474","4,422",1930.0,2, S3 ,4700000,2013-02-13
SOHO                     ,14  RENTALS - 4-10 UNIT                     ,2A,230,28,S4, 95 GRAND STREET                           ,10013.0,4,1.0,5,"1,620","7,310",1910.0,2, S4 ,7750000,2013-04-26
SOHO                     ,14  RENTALS - 4-10 UNIT                     ,2A,474,18,S5, 45 MERCER STREET                          ,10013.0,5,1.0,6,"2,500","11,500",1920.0,2, S5 ,7400000,2013-02-07
SOHO                     ,14  RENTALS - 4-10 UNIT                     ,2A,496,34,S9, 63 SPRING STREET                          ,10012.0,4,2.0,6,"1,831","5,140",1910.0,2, S9 ,6400000,2013-05-23
SOHO                     ,14  RENTALS - 4-10 UNIT                     ,2A,595,30,S4, 465 WASHINGTON STREET                     ,10013.0,4,1.0,5,"2,752","13,690",1900.0,2, S4 ,6114795,2012-10-25
SOHO                     ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,476,1101,R8, 350 WEST BROADWAY                         ,10013.0,0,1.0,1,0,0,2008.0,2, R8 ,25500000,2013-12-02
SOHO                     ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,484,1001,R8, 72 MERCER STREET                          ,10012.0,0,1.0,1,0,0,2005.0,2, R8 ,31000000,2012-08-20
SOHO                     ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,496,1101,R8, 93 CROSBY STREET                          ,10012.0,0,1.0,1,0,0,1900.0,2, R8 ,2500000,2013-04-25
SOHO                     ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,594,1501,R8, 300 SPRING STREET                         ,10013.0,0,1.0,1,0,0,2005.0,2, R8 ,2850000,2012-08-24
SOHO                     ,21  OFFICE BUILDINGS                        ,4,229,30,O9, 29 GREENE STREET                          ,10013.0,0,2.0,2,"1,991","3,800",1920.0,4, O9 ,6100000,2013-01-31
SOHO                     ,21  OFFICE BUILDINGS                        ,4,483,3,O9, 494 BROADWAY                              ,10012.0,0,5.0,5,"2,375","9,200",1900.0,4, O9 ,22000000,2012-07-09
SOHO                     ,21  OFFICE BUILDINGS                        ,4,485,8,O9, 72-76 GREENE STREET                       ,10012.0,3,7.0,10,"7,500","45,000",1900.0,4, O9 ,41000000,2012-11-12
SOHO                     ,21  OFFICE BUILDINGS                        ,4,486,14,O7, 90 WOOSTER STREET                         ,10012.0,0,6.0,6,"2,763","16,123",1920.0,4, O7 ,48500000,2013-05-31
SOHO                     ,21  OFFICE BUILDINGS                        ,4,486,23,O9, 71 GREENE STREET                          ,10012.0,2,3.0,5,"3,750","16,477",1900.0,4, O9 ,32600000,2012-11-15
SOHO                     ,21  OFFICE BUILDINGS                        ,4,487,8,O9, 375 WEST BROADWAY                         ,10012.0,0,12.0,12,"11,140","55,710",1900.0,4, O9 ,81000000,2013-11-06
SOHO                     ,21  OFFICE BUILDINGS                        ,4,487,24,O9, 154 SPRING STREET                         ,10012.0,0,6.0,6,"1,600","7,500",1920.0,4, O9 ,17018000,2012-12-27
SOHO                     ,21  OFFICE BUILDINGS                        ,4,499,39,O9, 113 SPRING STREET                         ,10012.0,0,6.0,6,"3,750","16,298",1920.0,4, O9 ,32500000,2012-05-11
SOHO                     ,21  OFFICE BUILDINGS                        ,4,500,36,O9, 131-137 SPRING STREET                     ,10012.0,4,6.0,10,"4,712","28,824",1915.0,4, O9 ,122300000,2012-12-28
SOHO                     ,21  OFFICE BUILDINGS                        ,4,500,38,O9, 135 SPRING STREET                         ,10012.0,4,3.0,7,"4,902","28,487",1915.0,4, O9 ,0,2012-12-28
SOHO                     ,21  OFFICE BUILDINGS                        ,4,501,1,O9, 413-415 WEST BROADWAY                     ,10012.0,2,8.0,10,"5,100","28,964",1900.0,4, O9 ,41000000,2013-07-17
SOHO                     ,21  OFFICE BUILDINGS                        ,4,520,1,O9, 200 VARICK STREET                         ,10014.0,0,41.0,41,"35,532","436,629",1926.0,4, O9 ,0,2012-11-20
SOHO                     ,21  OFFICE BUILDINGS                        ,4,597,7,O9, 100 VANDAM STREET                         ,10013.0,0,3.0,3,"6,417","40,600",1910.0,4, O9 ,27500000,2012-09-14
SOHO                     ,22  STORE BUILDINGS                         ,4,227,50,K1, 23 GRAND STREET                           ,10013.0,0,1.0,1,"1,659","3,385",2008.0,4, K1 ,83400000,2013-01-05
SOHO                     ,22  STORE BUILDINGS                         ,4,487,25,K4, 152 SPRING STREET                         ,10012.0,1,1.0,2,"1,600","5,260",1900.0,4, K4 ,12650000,2012-12-27
SOHO                     ,22  STORE BUILDINGS                         ,4,488,34,K9, 374 WEST BROADWAY                         ,10012.0,0,5.0,5,"4,600","16,228",1947.0,4, K9 ,0,2012-08-30
